User,cntFollows,cntFollowers,cntWeibo,Content,P_time,P_timestamp,Offset,postURL,userEnd,cntForward,cntComment,cntLike,O_User,O_UserPage,O_Content,O_time,O_timestamp,O_URL,O_userEnd,转发_转发数,转发_评论数,转发_点赞数
HRH_HsuTzuyen,307,77,440,转发微博,2016-04-11 01:46,1460306760,1,http://weibo.com/2834250182/Dqo5yoo6n?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,护照收藏,/passportvisa?refer_flag=1005055010_,大美国驻上海总领事馆 @美国驻上海总领事馆签证处,2016-04-10 22:25,1460298300,/1046982510/DqmM5hy99,微博 weibo.com,0,0,6
HRH_HsuTzuyen,307,77,440,我估计也就是批评教育…… //@吾爱全球签证中心:回复@_熊籽:#吾爱讨论# 大家觉得中国边检放他出去吗//@_熊籽:我就是想____能出境_,2016-04-09 22:46,1460209560,0.998713819,http://weibo.com/2834250182/DqduhCTYP?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,1,0,0,签证收藏,/u/2388170370?refer_flag=1005055010_,#签证收藏# 有童鞋把护照贴成这样子@吾爱全球签证中心 @护照收藏,2016-04-09 22:05,1460210700,/2388170370/DqddkyyEk,iPhone 6 Plus,0,0,8
HRH_HsuTzuyen,307,77,440,//@护照收藏:不能去柬埔寨,2016-04-09 16:46,1460187960,0.998428001,http://weibo.com/2834250182/Dqb81Cvth?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,哎呀你的假发掉了,/u/3303584881?refer_flag=1005055010_,法国根据一九五一年难民会议协定签发的难民旅行证。本持有人持证缘由相信是红色高棉的迫害。由出生日期和不能前往国家可知。最后有心无意询问中得到证实。@克里姆林宫发言人 @护照收藏,2016-04-09 13:11,1460178660,/3303584881/Dq9IBnW8x,微博 weibo.com,0,0,0
HRH_HsuTzuyen,307,77,440,卢旺达。。 _查看图片 //@ExSSer_Geo从菊国回来了: 每个有难度的签证，特别是能拿到长期多次签证的话，以及每一个中国的入境章 //@He_肥威:永远都是下一个签证，下一个章,2016-04-08 09:07,1460074020,0.996920312,http://weibo.com/2834250182/DpYH0oo4s?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,微博 weibo.com,0,0,0,签证收藏,/u/2388170370?refer_flag=1005055010_,#签证收藏# 你护照上的哪个签证或出入境章，让你感觉最自豪？,2016-04-07 23:44,1460043840,/2388170370/DpV0P7jTH,iPhone 6 Plus,0,0,0
HRH_HsuTzuyen,307,77,440,转发微博,2016-04-06 17:23,1459930980,0.995027562,http://weibo.com/2834250182/DpJ5rmX9R?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,1,0,0,E旅行网,/elvxing?refer_flag=1005055010_,每天不买几张鸡票，宝宝心里痒的慌。。。,2016-04-06 16:58,1459933080,/1903012754/DpIVxDqfp,iPhone 6 Plus,0,0,19
HRH_HsuTzuyen,307,77,440,转发微博,2016-04-04 20:37,1459769820,0.992895042,http://weibo.com/2834250182/DprvcCBMd?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,英国那些事儿,/hereinuk?refer_flag=1005055010_,这是国外一个机构组织的Giving Shelter计划....他们请来各种顶尖的建筑设计事务所和设计师，让他们设计出各种充满创意的猫屋....  设计好的成品将全部被拍卖，拍卖所得也都会捐献给当地一个帮助流浪猫的慈善机构..... 来看看他们今年的12个作品... 每个都好赞~~~_,2016-04-04 19:05,1459767900,/2549228714/DpqU5pPfc,微博 weibo.com,0,0,1613
HRH_HsuTzuyen,307,77,440,//@Bombardier:暴力 //@蛤乎日报社:,2016-04-04 14:15,1459746900,0.992591757,http://weibo.com/2834250182/Dpp05f9uK?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,王剥蒜,/u/2476810331?refer_flag=1005055010_,@蛤乎日报社 可爱却不常见的动物,2016-04-03 23:43,1459698180,/2476810331/Dpjil05tZ,发1条+1s的iPhone 6 Plus,0,0,95
HRH_HsuTzuyen,307,77,440,//@DrRR阁下:米有头号强国，无权威性啊！  话说这么丁丁小钱，村长都不如，还总统呢， 总想搞个大新闻，哼哼！,2016-04-04 13:11,1459743060,0.992540945,http://weibo.com/2834250182/DpoAktl1f?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,,,,,,,,0,0,0
HRH_HsuTzuyen,307,77,440,土龙航空 //@航空物语:国泰港龙航空谍报。,2016-04-03 19:34,1459679640,0.991701752,http://weibo.com/2834250182/DphF4E1mb?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,吴吴吴迪哥,/u/2690984713?refer_flag=1005055010_,_泰港_航空A333@霈霈李 @FATIII @泽龙童鞋 @泥坑家的林子 @航空物语 @招远游子 @热爱飞行的小胖 @Hin_Volvo @云中之漫步者 @___ @Airway世界民航__ @深圳蓝天001,2016-04-03 00:41,1459615260,/2690984713/Dpaf9le0d,iPad客户端,0,0,16
HRH_HsuTzuyen,307,77,440,没看SEA对应那边是WA州级行政单位吗。。。脑残,2016-04-03 19:32,1459679520,0.991700164,http://weibo.com/2834250182/DphErmIlE?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,1,1,0,航空物语,/hangkongwuyu?refer_flag=1005055010_,这样都能高潮,2016-04-03 18:09,1459678140,/1340723374/Dph6GmS7t,空姐的iPhone 6s,0,0,26
HRH_HsuTzuyen,307,77,440,喵 //@使徒子:“呵，愚蠢的人类”,2016-04-02 21:36,1459600560,0.990655341,http://weibo.com/2834250182/Dp9283Fqz?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,秋田六千,/guimitai2?refer_flag=1005055010_,小猫崽是最让人感觉柔软的存在了！小小的，软软的，毛茸茸的，想把它们捧在手心(  ________  ),2016-04-02 11:04,1459566240,/3167305545/Dp4TBv0gG,,0,0,12572
HRH_HsuTzuyen,307,77,440,图9……,2016-04-02 08:55,1459554900,0.990051153,http://weibo.com/2834250182/Dp438oO2w?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,英国那些事儿,/hereinuk?refer_flag=1005055010_,看完我整个人都蹦了起来。。。。。。。。。。。,2016-04-02 08:33,1459557180,/2549228714/Dp3UepU7o,微博 weibo.com,0,0,1687
HRH_HsuTzuyen,307,77,440,发现一只野生的@邓超,2016-03-31 00:46,1459352760,0.987376374,http://weibo.com/2834250182/DoHZMzHyw?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,,,,,,,,0,0,0
HRH_HsuTzuyen,307,77,440,Back from lightning visit 2香港特区·香港理工大_,2016-03-31 00:38,1459352280,0.987370022,http://weibo.com/2834250182/DoHWDihot?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,,,,,,,,0,0,0
HRH_HsuTzuyen,307,77,440,转发微博,2016-03-30 00:00,1459263600,0.986196581,http://weibo.com/2834250182/Doygvxnlg?from=page_1005052834250182_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,0,0,0,英国那些事儿,/hereinuk?refer_flag=1005055010_,": “ 卧槽。。。。 谁能告诉我那里面发生了什么。。。。 """,2016-03-29 21:37,1459258620,/2549228714/Doxkt178G,微博 weibo.com,0,0,3610
